query_row,vizinho_rank,distancia,ano_vizinho,id_linha_educacional
0,1,0.7325269735683718,2017,79
0,2,2.1648207923406537,2016,73
0,3,2.306802193865761,2017,83
0,4,2.946638545552899,2017,81
0,5,2.965236201244123,2016,74
