train_size,mae_treino_media,mae_treino_dp,mae_validacao_media,mae_validacao_dp
3,8.0,0.0,5.352083333333335,1.6014721417599922
5,9.424,0.0,8.50625,1.8826157832919597
7,8.824489795918367,0.0,11.264464285714284,3.190782018813198
9,10.133333333333333,0.0,9.01625,2.1557521164317563
12,8.344444444444443,0.0,9.841249999999999,2.5725871583874467
